city,consultation_fee,degree,dp_score,location,name,npv,profile_url,scraped_at,speciality,year_of_experience,google_map_link
Bangalore,900,MBBS,,Koramangala,Dr. Priya S Hegde,0,https://www.practo.com/bangalore/doctor/dr-priya-s-hegde-dermatologist?practice_id=737335&specialization=Dermatologist&referrer=doctor_listing&page_uid=7f58c90d-f692-43b4-998a-fe56a7b34c3f,2025-08-16T19:44:57.090572,Dermatologist,,"https://www.google.com/maps/search/Koramangala,+Bangalore,+Karnataka,+India"
Bangalore,740,MBBS,,Seshadripuram,Dr. Jaidev Yadav,0,https://www.practo.com/bangalore/doctor/dr-jaidev-yadav-dermatologist?practice_id=1055989&specialization=Dermatologist&referrer=doctor_listing&page_uid=7f58c90d-f692-43b4-998a-fe56a7b34c3f,2025-08-16T19:44:51.148776,Dermatologist,,"https://www.google.com/maps/search/Seshadripuram,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,,Jayanagar,Dr. Pooja R Uppoor,0,https://www.practo.com/bangalore/doctor/dr-pooja-r-uppoor-dermatologist?practice_id=1039988&specialization=Dermatologist&referrer=doctor_listing&page_uid=7f58c90d-f692-43b4-998a-fe56a7b34c3f,2025-08-16T19:44:48.797061,Dermatologist,,"https://www.google.com/maps/search/Jayanagar,+Bangalore,+Karnataka,+India"
Bangalore,600,MBBS,,Kalyan Nagar,Dr. Syeda Sarwath Saniya,0,https://www.practo.com/bangalore/doctor/syeda-sarwath-saniya-dermatologist?practice_id=730678&specialization=Dermatologist&referrer=doctor_listing&page_uid=e7a35476-9e3d-4521-a1ab-5080d0d24470,2025-08-16T19:44:39.295530,Dermatologist,,"https://www.google.com/maps/search/Kalyan+Nagar,+Bangalore,+Karnataka,+India"
Bangalore,650,MBBS,,Electronics City,Dr. Nischith V,0,https://www.practo.com/bangalore/doctor/dr-nischith-v-dermatologist?practice_id=2079193&specialization=Dermatologist&referrer=doctor_listing&page_uid=e7a35476-9e3d-4521-a1ab-5080d0d24470,2025-08-16T19:44:36.231660,Dermatologist,,"https://www.google.com/maps/search/Electronics+City,+Bangalore,+Karnataka,+India"
Bangalore,700,MBBS,,Basaveshwaranagar,Dr. Swetha Sridhar,0,https://www.practo.com/bangalore/doctor/dr-dr-swetha-sridhar-dermatologist?practice_id=2070420&specialization=Dermatologist&referrer=doctor_listing&page_uid=e7a35476-9e3d-4521-a1ab-5080d0d24470,2025-08-16T19:44:33.195948,Dermatologist,,"https://www.google.com/maps/search/Basaveshwaranagar,+Bangalore,+Karnataka,+India"
Bangalore,1000,MBBS,,HAL 2nd Stage,Dr. Pournami P,0,https://www.practo.com/bangalore/doctor/dr-pournami-p-dermatologist?practice_id=1691892&specialization=Dermatologist&referrer=doctor_listing&page_uid=e7a35476-9e3d-4521-a1ab-5080d0d24470,2025-08-16T19:44:30.104853,Dermatologist,,"https://www.google.com/maps/search/HAL+2nd+Stage,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,,,Dr. Gnana Prabha M,0,https://www.practo.com/bangalore/doctor/dr-gnana-prabha-m-dermatologist/recommended?practice_id=737335&specialization=Dermatologist&referrer=doctor_listing&page_uid=229515ea-8fcf-4dc8-8595-82dbbaeb11cd,2025-08-16T19:46:03.332685,Dermatologist,,
Bangalore,900,MBBS,,Jayanagar,Dr. Shradha P Pavithran,0,https://www.practo.com/bangalore/doctor/dr-shradha-p-pavithran-dermatologist?practice_id=1039988&specialization=Dermatologist&referrer=doctor_listing&page_uid=229515ea-8fcf-4dc8-8595-82dbbaeb11cd,2025-08-16T19:46:00.271783,Dermatologist,,"https://www.google.com/maps/search/Jayanagar,+Bangalore,+Karnataka,+India"
Bangalore,600,MBBS,,Kengeri,Dr. Vidyasagar,0,https://www.practo.com/bangalore/doctor/kengeri-dermatologist?practice_id=1414925&specialization=Dermatologist&referrer=doctor_listing&page_uid=229515ea-8fcf-4dc8-8595-82dbbaeb11cd,2025-08-16T19:45:54.292281,Dermatologist,,"https://www.google.com/maps/search/Kengeri,+Bangalore,+Karnataka,+India"
Bangalore,800,MBBS,,Indiranagar,Dr. Rajesh Gangavatiker,0,https://www.practo.com/bangalore/doctor/dr-rajesh-gangavatiker-general-surgeon?practice_id=1222473&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=3d9b10d6-f22c-4252-86bd-6cc2016a37ea,2025-08-16T19:45:45.292923,Gastroenterologist,,"https://www.google.com/maps/search/Indiranagar,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,,Sarjapur Road,Dr. Jayaraj S P,0,https://www.practo.com/bangalore/doctor/dr-jayaraj-s-p-gastroenterologist?practice_id=1163290&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=3d9b10d6-f22c-4252-86bd-6cc2016a37ea,2025-08-16T19:45:42.318631,Gastroenterologist,,"https://www.google.com/maps/search/Sarjapur+Road,+Bangalore,+Karnataka,+India"
Bangalore,950,MD,,Sarjapur Road,Dr. Vinay V,0,https://www.practo.com/bangalore/doctor/vinay-v-reddy-general-medicine?practice_id=1108669&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=3d9b10d6-f22c-4252-86bd-6cc2016a37ea,2025-08-16T19:45:36.232777,Gastroenterologist,,"https://www.google.com/maps/search/Sarjapur+Road,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,,HSR Layout,Dr. Sharanya Anasosalu Vasu,0,https://www.practo.com/bangalore/doctor/sharanya-anasosalu-vasu-gastroenterologist?practice_id=1411195&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=3d9b10d6-f22c-4252-86bd-6cc2016a37ea,2025-08-16T19:45:30.295917,Gastroenterologist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,1000,MBBS,,HSR Layout,Dr. Gayathri Manchala,0,https://www.practo.com/bangalore/doctor/dr-gayathri-manchala-dermatologist?practice_id=1322328&specialization=Dermatologist&referrer=doctor_listing&page_uid=7f58c90d-f692-43b4-998a-fe56a7b34c3f,2025-08-16T19:45:24.223443,Dermatologist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,600,MD,,Nagdevanahalli,Dr. Jijith KR,0,https://www.practo.com/bangalore/doctor/drjijith-kr-cosmetologist?practice_id=1465870&specialization=Dermatologist&referrer=doctor_listing&page_uid=7f58c90d-f692-43b4-998a-fe56a7b34c3f,2025-08-16T19:45:21.154706,Dermatologist,,"https://www.google.com/maps/search/Nagdevanahalli,+Bangalore,+Karnataka,+India"
Bangalore,1000,MBBS,96.0,,Dr. Vikram J Rao,0,https://www.practo.com/bangalore/doctor/dr-vikram-j-rao-gastroenterologist/recommended?practice_id=711486&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=f1c46c95-614c-4ac8-85c2-39352dbc83bf,2025-08-16T19:46:51.803353,Gastroenterologist,,
Bangalore,900,MBBS,,Sarjapur Road,Dr. Bharath Kumar C,0,https://www.practo.com/bangalore/doctor/dr-bharath-kumar-c-gastroenterologist-gastroenterologist?practice_id=1163290&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=f1c46c95-614c-4ac8-85c2-39352dbc83bf,2025-08-16T19:46:48.516714,Gastroenterologist,,"https://www.google.com/maps/search/Sarjapur+Road,+Bangalore,+Karnataka,+India"
Bangalore,800,MBBS,,Whitefield,Dr. Ajay B R,0,https://www.practo.com/bangalore/doctor/dr-ajay-b-r-general-physician?practice_id=1403055&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=f1c46c95-614c-4ac8-85c2-39352dbc83bf,2025-08-16T19:46:42.419986,Gastroenterologist,,"https://www.google.com/maps/search/Whitefield,+Bangalore,+Karnataka,+India"
Bangalore,800,MBBS,,Indiranagar,Dr. Sridhara K G,0,https://www.practo.com/bangalore/doctor/dr-sridhara-k-g-gastroenterologist?practice_id=1346063&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=f1c46c95-614c-4ac8-85c2-39352dbc83bf,2025-08-16T19:46:36.568595,Gastroenterologist,,"https://www.google.com/maps/search/Indiranagar,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,91.0,Koramangala,Dr. Sindhujaa Sreekanth S,0,https://www.practo.com/bangalore/doctor/sindhujaa-sreekanth-s-dermatologist?practice_id=737335&specialization=Dermatologist&referrer=doctor_listing&page_uid=229515ea-8fcf-4dc8-8595-82dbbaeb11cd,2025-08-16T19:46:33.418990,Dermatologist,,"https://www.google.com/maps/search/Koramangala,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,,Whitefield,Dr. Candice Karen Miranda,0,https://www.practo.com/bangalore/doctor/candice-karen-miranda-dermatologist?practice_id=1125922&specialization=Dermatologist&referrer=doctor_listing&page_uid=229515ea-8fcf-4dc8-8595-82dbbaeb11cd,2025-08-16T19:46:27.634297,Dermatologist,,"https://www.google.com/maps/search/Whitefield,+Bangalore,+Karnataka,+India"
Bangalore,500,MBBS,,Kengeri,Dr. Hussain Kolsawala,0,https://www.practo.com/bangalore/doctor/dr-hussain-kolsawala-dermatologist?practice_id=1414925&specialization=Dermatologist&referrer=doctor_listing&page_uid=229515ea-8fcf-4dc8-8595-82dbbaeb11cd,2025-08-16T19:46:24.425013,Dermatologist,,"https://www.google.com/maps/search/Kengeri,+Bangalore,+Karnataka,+India"
Bangalore,700,MBBS,,HSR Layout,Dr. Tejashwini S M,0,https://www.practo.com/bangalore/doctor/dr-tejashwini-s-m-dermatologist?practice_id=712236&specialization=Dermatologist&referrer=doctor_listing&page_uid=229515ea-8fcf-4dc8-8595-82dbbaeb11cd,2025-08-16T19:46:21.225379,Dermatologist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,,Jayanagar,Dr. Mariet Zacharias,0,https://www.practo.com/bangalore/doctor/dr-mariet-zacharias-dermatologist?practice_id=1039988&specialization=Dermatologist&referrer=doctor_listing&page_uid=229515ea-8fcf-4dc8-8595-82dbbaeb11cd,2025-08-16T19:46:18.309800,Dermatologist,,"https://www.google.com/maps/search/Jayanagar,+Bangalore,+Karnataka,+India"
Bangalore,950,MBBS,,HRBR Layout,Dr. Smruthi T,0,https://www.practo.com/bangalore/doctor/dr-smriti-12-dermatologist?practice_id=1441322&specialization=Dermatologist&referrer=doctor_listing&page_uid=229515ea-8fcf-4dc8-8595-82dbbaeb11cd,2025-08-16T19:46:12.424922,Dermatologist,,"https://www.google.com/maps/search/HRBR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,650,MBBS,,,Dr. Vadher Miss Priyanka,0,https://www.practo.com/bangalore/doctor/dr-vadher-miss-priyanka-dermatologist/recommended?practice_id=2079193&specialization=Dermatologist&referrer=doctor_listing&page_uid=063384cc-c11a-45cd-8a73-16a4ddc5c8f8,2025-08-16T19:47:39.539680,Dermatologist,,
Bangalore,750,MBBS,93.0,Electronics City,Dr. Abdul Samad,0,https://www.practo.com/bangalore/doctor/dr-abdul-samad-dermatologist-cosmetologist-1?practice_id=1122309&specialization=Dermatologist&referrer=doctor_listing&page_uid=063384cc-c11a-45cd-8a73-16a4ddc5c8f8,2025-08-16T19:47:36.768497,Dermatologist,,"https://www.google.com/maps/search/Electronics+City,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,,Whitefield,Dr. Kapil Baheti,0,https://www.practo.com/bangalore/doctor/dr-kapil-baheti?practice_id=1125922&specialization=Dermatologist&referrer=doctor_listing&page_uid=063384cc-c11a-45cd-8a73-16a4ddc5c8f8,2025-08-16T19:47:30.559292,Dermatologist,,"https://www.google.com/maps/search/Whitefield,+Bangalore,+Karnataka,+India"
Bangalore,950,MBBS,,Yeshwanthpur,Dr. Murugesh Manjunatha,0,https://www.practo.com/bangalore/doctor/dr-murugesh-manjunatha-gastroenterologist?practice_id=1131812&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=f1c46c95-614c-4ac8-85c2-39352dbc83bf,2025-08-16T19:47:24.515174,Gastroenterologist,,"https://www.google.com/maps/search/Yeshwanthpur,+Bangalore,+Karnataka,+India"
Bangalore,800,DM,89.0,Whitefield,Dr. Abhijith B R,0,https://www.practo.com/bangalore/doctor/abhijith-b-r-gastroenterologist-1?practice_id=1403055&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=f1c46c95-614c-4ac8-85c2-39352dbc83bf,2025-08-16T19:47:21.789994,Gastroenterologist,,"https://www.google.com/maps/search/Whitefield,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,97.0,Malleswaram,Dr. Dheeraj Karanth,0,https://www.practo.com/bangalore/doctor/dheeraj-karanth-gastroenterologist?practice_id=711687&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=f1c46c95-614c-4ac8-85c2-39352dbc83bf,2025-08-16T19:47:16.094559,Gastroenterologist,,"https://www.google.com/maps/search/Malleswaram,+Bangalore,+Karnataka,+India"
Bangalore,700,MBBS,,Basavanagudi,Dr. Nikhil Patil,0,https://www.practo.com/bangalore/doctor/nikhil-patil-medical-gastroenterology?practice_id=683077&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=f1c46c95-614c-4ac8-85c2-39352dbc83bf,2025-08-16T19:47:09.563328,Gastroenterologist,,"https://www.google.com/maps/search/Basavanagudi,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,98.0,HSR Layout,Dr. Rithu Sebastian,0,https://www.practo.com/bangalore/doctor/rithu-sebastian-gastroenterologist?practice_id=1411195&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=f1c46c95-614c-4ac8-85c2-39352dbc83bf,2025-08-16T19:47:06.450505,Gastroenterologist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,750,MBBS,96.0,Yelahanka,Dr. Sharath Kote G S,0,https://www.practo.com/bangalore/doctor/dr-sharath-kote-g-s-gastroenterologist?practice_id=1142571&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=f1c46c95-614c-4ac8-85c2-39352dbc83bf,2025-08-16T19:47:00.600217,Gastroenterologist,,"https://www.google.com/maps/search/Yelahanka,+Bangalore,+Karnataka,+India"
Bangalore,1050,MBBS,96.0,,Dr. Srinivas Bojanapu,0,https://www.practo.com/bangalore/doctor/dr-srinivas-b-gastroenterologist/recommended?practice_id=1312752&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=5a56a3a7-103f-4843-bc8b-e5a1ac765790,2025-08-16T19:48:27.876084,Gastroenterologist,,
Bangalore,900,MBBS,95.0,Malleswaram,Dr. Harish Babu Reddy N A,0,https://www.practo.com/bangalore/doctor/dr-harish-babu-reddy-n-a-gastroenterologist?practice_id=711687&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=5a56a3a7-103f-4843-bc8b-e5a1ac765790,2025-08-16T19:48:24.660853,Gastroenterologist,,"https://www.google.com/maps/search/Malleswaram,+Bangalore,+Karnataka,+India"
Bangalore,500,MBBS,,Rajajinagar,Dr. D.V.Lakshmi,0,https://www.practo.com/bangalore/doctor/d-v-lakshmi-dermatologist-1?practice_id=1326485&specialization=Dermatologist&referrer=doctor_listing&page_uid=063384cc-c11a-45cd-8a73-16a4ddc5c8f8,2025-08-16T19:48:18.852817,Dermatologist,,"https://www.google.com/maps/search/Rajajinagar,+Bangalore,+Karnataka,+India"
Bangalore,800,MBBS,93.0,Whitefield,Dr. Jigisha N Jalu,0,https://www.practo.com/bangalore/doctor/jigisha-n-jalu-dermatologist?practice_id=1362493&specialization=Dermatologist&referrer=doctor_listing&page_uid=063384cc-c11a-45cd-8a73-16a4ddc5c8f8,2025-08-16T19:48:12.591074,Dermatologist,,"https://www.google.com/maps/search/Whitefield,+Bangalore,+Karnataka,+India"
Bangalore,700,MBBS,96.0,Kalyan Nagar,Dr. Ravikant Chauhan,0,https://www.practo.com/bangalore/doctor/dr-ravikant-chauhan-dermatologist?practice_id=1152266&specialization=Dermatologist&referrer=doctor_listing&page_uid=063384cc-c11a-45cd-8a73-16a4ddc5c8f8,2025-08-16T19:48:06.605389,Dermatologist,,"https://www.google.com/maps/search/Kalyan+Nagar,+Bangalore,+Karnataka,+India"
Bangalore,800,MBBS,100.0,Haralur,Dr. Namitha Chathra,0,https://www.practo.com/bangalore/doctor/namitha-chathra-dermatologist?practice_id=1606093&specialization=Dermatologist&referrer=doctor_listing&page_uid=063384cc-c11a-45cd-8a73-16a4ddc5c8f8,2025-08-16T19:48:00.602525,Dermatologist,,"https://www.google.com/maps/search/Haralur,+Bangalore,+Karnataka,+India"
Bangalore,750,MBBS,,Yelahanka New Town,Dr. Rakesh Yr,0,https://www.practo.com/bangalore/doctor/rakesh-yr-dermatologist?practice_id=1397320&specialization=Dermatologist&referrer=doctor_listing&page_uid=063384cc-c11a-45cd-8a73-16a4ddc5c8f8,2025-08-16T19:47:54.579312,Dermatologist,,"https://www.google.com/maps/search/Yelahanka+New+Town,+Bangalore,+Karnataka,+India"
Bangalore,800,MBBS,94.0,Kasturi nagar,Dr. Rajesh H N,0,https://www.practo.com/bangalore/doctor/rajesh-h-n-dermatologist?practice_id=1713746&specialization=Dermatologist&referrer=doctor_listing&page_uid=063384cc-c11a-45cd-8a73-16a4ddc5c8f8,2025-08-16T19:47:48.490655,Dermatologist,,"https://www.google.com/maps/search/Kasturi+nagar,+Bangalore,+Karnataka,+India"
Bangalore,1200,MBBS,86.0,,Dr. Atif Ahmed S,0,https://www.practo.com/bangalore/doctor/atif-ahmed-s-general-physician/recommended?practice_id=776696&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=5a56a3a7-103f-4843-bc8b-e5a1ac765790,2025-08-16T19:49:15.923448,Gastroenterologist,,
Bangalore,950,MBBS,95.0,Hebbal,Dr. Kayal Vizhi N,0,https://www.practo.com/bangalore/doctor/dr-kayal-vizhi-n-gastroenterologist?practice_id=1146253&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=5a56a3a7-103f-4843-bc8b-e5a1ac765790,2025-08-16T19:49:12.907556,Gastroenterologist,,"https://www.google.com/maps/search/Hebbal,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,94.0,HSR Layout,Dr. Yogananda Reddy R,0,https://www.practo.com/bangalore/doctor/yogananda-reddy-gastroenterologist?practice_id=1411195&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=5a56a3a7-103f-4843-bc8b-e5a1ac765790,2025-08-16T19:49:06.971037,Gastroenterologist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,850,MBBS,87.0,Whitefield,Dr. Balaji Laxminarayanshetty B,0,https://www.practo.com/bangalore/doctor/balaji-laxminarayanshetty-b-gastroenterologist?practice_id=1102131&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=5a56a3a7-103f-4843-bc8b-e5a1ac765790,2025-08-16T19:49:00.708233,Gastroenterologist,,"https://www.google.com/maps/search/Whitefield,+Bangalore,+Karnataka,+India"
Bangalore,740,DM,97.0,Seshadripuram,Dr. Sandeep Satsangi,0,https://www.practo.com/bangalore/doctor/dr-sandeep-satsangi-gastroenterologist?practice_id=1055989&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=5a56a3a7-103f-4843-bc8b-e5a1ac765790,2025-08-16T19:48:54.852845,Gastroenterologist,,"https://www.google.com/maps/search/Seshadripuram,+Bangalore,+Karnataka,+India"
Bangalore,950,MBBS,,Whitefield,Dr. Nikhil S,0,https://www.practo.com/bangalore/doctor/dr-nikhil-shellagi-gastroenterologist-gastroenterologist?practice_id=1131816&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=5a56a3a7-103f-4843-bc8b-e5a1ac765790,2025-08-16T19:48:48.754766,Gastroenterologist,,"https://www.google.com/maps/search/Whitefield,+Bangalore,+Karnataka,+India"
Bangalore,800,DNB,86.0,Whitefield,Dr. Amruthesh T.M,0,https://www.practo.com/bangalore/doctor/amruthesh-gastroenterologist?practice_id=1298521&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=5a56a3a7-103f-4843-bc8b-e5a1ac765790,2025-08-16T19:48:42.717184,Gastroenterologist,,"https://www.google.com/maps/search/Whitefield,+Bangalore,+Karnataka,+India"
Bangalore,800,MBBS,,Sahakaranagar,Dr. Bharath Konan,0,https://www.practo.com/bangalore/doctor/bharath-konan-surgical-gastroenterology?practice_id=1692045&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=5a56a3a7-103f-4843-bc8b-e5a1ac765790,2025-08-16T19:48:38.482105,Gastroenterologist,,"https://www.google.com/maps/search/Sahakaranagar,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,,HRBR Layout,Dr. Annam Navya,0,https://www.practo.com/bangalore/doctor/dr-annam-navya-dermatologist?practice_id=1158090&specialization=Dermatologist&referrer=doctor_listing&page_uid=847e5723-546f-4f9c-9196-1b1e2d900636,2025-08-16T19:50:03.904046,Dermatologist,,"https://www.google.com/maps/search/HRBR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,,HRBR Layout,Dr. Preeti Havanur,0,https://www.practo.com/bangalore/doctor/preeti-havanur-dermatology?practice_id=1158090&specialization=Dermatologist&referrer=doctor_listing&page_uid=847e5723-546f-4f9c-9196-1b1e2d900636,2025-08-16T19:49:57.844468,Dermatologist,,"https://www.google.com/maps/search/HRBR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,600,MBBS,94.0,HRBR Layout,Dr. Premalatha,0,https://www.practo.com/bangalore/doctor/premalatha-2-dermatologist?practice_id=1376785&specialization=Dermatologist&referrer=doctor_listing&page_uid=847e5723-546f-4f9c-9196-1b1e2d900636,2025-08-16T19:49:52.014575,Dermatologist,,"https://www.google.com/maps/search/HRBR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,98.0,Sadashivanagar,Dr. Anusha Akilesh,0,https://www.practo.com/bangalore/doctor/anusha-25-dermatologist?practice_id=1125936&specialization=Dermatologist&referrer=doctor_listing&page_uid=847e5723-546f-4f9c-9196-1b1e2d900636,2025-08-16T19:49:45.853788,Dermatologist,,"https://www.google.com/maps/search/Sadashivanagar,+Bangalore,+Karnataka,+India"
Bangalore,600,MBBS,92.0,Koramangala,Dr. Lakshmi,0,https://www.practo.com/bangalore/doctor/mrs-lakshmi-3-dermatologist?practice_id=670682&specialization=Dermatologist&referrer=doctor_listing&page_uid=847e5723-546f-4f9c-9196-1b1e2d900636,2025-08-16T19:49:39.905089,Dermatologist,,"https://www.google.com/maps/search/Koramangala,+Bangalore,+Karnataka,+India"
Bangalore,1000,MBBS,94.0,Sarjapur Road,Dr. Sowmya M,0,https://www.practo.com/bangalore/doctor/dr-sowmya-2-dermatologist-cosmetologist?practice_id=1163290&specialization=Dermatologist&referrer=doctor_listing&page_uid=847e5723-546f-4f9c-9196-1b1e2d900636,2025-08-16T19:49:33.785541,Dermatologist,,"https://www.google.com/maps/search/Sarjapur+Road,+Bangalore,+Karnataka,+India"
Bangalore,700,MBBS,96.0,HSR Layout,Dr. Namrata,0,https://www.practo.com/bangalore/doctor/namrata-singh-1-dermatologist-1?practice_id=1363734&specialization=Dermatologist&referrer=doctor_listing&page_uid=847e5723-546f-4f9c-9196-1b1e2d900636,2025-08-16T19:49:27.843871,Dermatologist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,1000,MBBS,65.0,Koramangala,Dr. Shabbir Ahmed,0,https://www.practo.com/bangalore/doctor/dr-shabir-ahmed-surgeon?practice_id=1134531&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=4e6d29cb-fd4d-4c9e-98a1-8b9a74bdb7ea,2025-08-16T19:50:52.186003,Gastroenterologist,,"https://www.google.com/maps/search/Koramangala,+Bangalore,+Karnataka,+India"
Bangalore,1100,MBBS,88.0,Kalyan Nagar,Dr. Praveen Mathew,0,https://www.practo.com/bangalore/doctor/dr-praveen-mathew-gastroenterologist-1?practice_id=1102630&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=4e6d29cb-fd4d-4c9e-98a1-8b9a74bdb7ea,2025-08-16T19:50:46.354493,Gastroenterologist,,"https://www.google.com/maps/search/Kalyan+Nagar,+Bangalore,+Karnataka,+India"
Bangalore,950,MBBS,91.0,Whitefield,Dr. Pramod J,0,https://www.practo.com/bangalore/doctor/dr-pramod-j-1-gastroenterologist?practice_id=1131816&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=4e6d29cb-fd4d-4c9e-98a1-8b9a74bdb7ea,2025-08-16T19:50:40.273460,Gastroenterologist,,"https://www.google.com/maps/search/Whitefield,+Bangalore,+Karnataka,+India"
Bangalore,800,MBBS,96.0,Jayanagar,Dr. Prasanna Bhat K S,0,https://www.practo.com/bangalore/doctor/dr-k-s-prasanna-gastroenterologist?practice_id=1241132&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=4e6d29cb-fd4d-4c9e-98a1-8b9a74bdb7ea,2025-08-16T19:50:34.227570,Gastroenterologist,,"https://www.google.com/maps/search/Jayanagar,+Bangalore,+Karnataka,+India"
Bangalore,1300,MBBS,80.0,Old Airport Road,Dr. K N K Shetty,0,https://www.practo.com/bangalore/doctor/dr-k-n-k-shetty-gastroenterologist-1?practice_id=630200&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=4e6d29cb-fd4d-4c9e-98a1-8b9a74bdb7ea,2025-08-16T19:50:28.058970,Gastroenterologist,,"https://www.google.com/maps/search/Old+Airport+Road,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,94.0,HSR Layout,Dr. Vijay Kumar HJ,0,https://www.practo.com/bangalore/doctor/vijay-kumar-hj-gastroenterology?practice_id=712236&specialization=Gastroenterologist&referrer=doctor_listing&page_uid=4e6d29cb-fd4d-4c9e-98a1-8b9a74bdb7ea,2025-08-16T19:50:22.103636,Gastroenterologist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,98.0,Jayanagar,Dr. Shruthi M K,0,https://www.practo.com/bangalore/doctor/dr-shruthi-m-k-dermatologist?practice_id=1039988&specialization=Dermatologist&referrer=doctor_listing&page_uid=847e5723-546f-4f9c-9196-1b1e2d900636,2025-08-16T19:50:15.973566,Dermatologist,,"https://www.google.com/maps/search/Jayanagar,+Bangalore,+Karnataka,+India"
Bangalore,800,MBBS,,Kundalahalli,Dr. Priya Baliga,0,https://www.practo.com/bangalore/doctor/dr-priya-baliga-dermatologist?practice_id=702709&specialization=Dermatologist&referrer=doctor_listing&page_uid=847e5723-546f-4f9c-9196-1b1e2d900636,2025-08-16T19:50:09.911712,Dermatologist,,"https://www.google.com/maps/search/Kundalahalli,+Bangalore,+Karnataka,+India"
Bangalore,700,MBBS,100.0,HSR Layout,Dr. Uday Kumar,0,https://www.practo.com/bangalore/doctor/uday-kumar-2-dermatologist?practice_id=1608909&specialization=Dermatologist&referrer=doctor_listing&page_uid=acf08081-7d02-464c-a5c0-677cfdf67c66,2025-08-16T19:51:40.212953,Dermatologist,,"https://www.google.com/maps/search/HSR+Layout,+Bangalore,+Karnataka,+India"
Bangalore,900,MBBS,100.0,Indiranagar,Dr. Maria Rupini James,0,https://www.practo.com/bangalore/doctor/dr-maria-rupini-james-dermatologist?practice_id=737084&specialization=Dermatologist&referrer=doctor_listing&page_uid=acf08081-7d02-464c-a5c0-677cfdf67c66,2025-08-16T19:51:34.161385,Dermatologist,,"https://www.google.com/maps/search/Indiranagar,+Bangalore,+Karnataka,+India"
Bangalore,800,MBBS,100.0,Seshadripuram,Dr. Vijendran Pragasam,0,https://www.practo.com/bangalore/doctor/dr-vijendran-pragasam-dermatologist?practice_id=1055989&specialization=Dermatologist&referrer=doctor_listing&page_uid=acf08081-7d02-464c-a5c0-677cfdf67c66,2025-08-16T19:51:28.174128,Dermatologist,,"https://www.google.com/maps/search/Seshadripuram,+Bangalore,+Karnataka,+India"
